"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SSR2",5.23061931076636e-17,-1.02367434136435,0.173,0.502,1.75424510444482e-12,"5","SSR2"
"FAM49B.1",7.70539287132737e-17,-2.09789631935336,0.037,0.295,2.58423466118577e-12,"5","FAM49B"
"TPM1.1",8.55720603426659e-17,1.03378688425621,0.342,0.14,2.86991575977233e-12,"5","TPM1"
"LBH.1",1.70052185965893e-16,-3.70519514025059,0.016,0.255,5.70321021292413e-12,"5","LBH"
"PIP4K2A.4",1.75994794784112e-16,-2.77250552749782,0.029,0.274,5.90251342746956e-12,"5","PIP4K2A"
"AC016831.5.2",1.92994018188959e-16,-1.96234154071397,0.066,0.328,6.47263338202131e-12,"5","AC016831.5"
"ANXA1.1",1.97291522419006e-16,-1.59069128351591,0.395,0.642,6.61676307888861e-12,"5","ANXA1"
"SEPT6.1",2.16728717695149e-16,-2.28918620445699,0.041,0.295,7.2686477340599e-12,"5","SEPT6"
"CEBPB.2",2.3084662072965e-16,-1.45793260655089,0.111,0.405,7.74213396603099e-12,"5","CEBPB"
"TNFAIP8.1",2.92138138135892e-16,-2.48817291259036,0.021,0.262,9.79772887680154e-12,"5","TNFAIP8"
"ANKRD44.3",3.21681358095765e-16,-2.98193872173879,0.016,0.252,1.07885493878158e-11,"5","ANKRD44"
"CD47",3.2702224116598e-16,-1.93769864169018,0.07,0.336,1.09676719242246e-11,"5","CD47"
"EML4.2",4.32890242218658e-16,-2.02791619691938,0.074,0.338,1.45182729435294e-11,"5","EML4"
"PBXIP1.3",6.1943738560321e-16,-2.6304191324277,0.033,0.276,2.07746910383605e-11,"5","PBXIP1"
"MT1X.2",9.13509307278065e-16,1.35378353035312,0.424,0.234,3.06372751474917e-11,"5","MT1X"
"MYL12A",1.0475431649026e-15,1.09460536278892,0.712,0.684,3.51325026645034e-11,"5","MYL12A"
"ATP6V1G1",1.2980574218963e-15,-1.057873409472,0.144,0.436,4.3534249815558e-11,"5","ATP6V1G1"
"SOCS1.1",1.31473938398235e-15,-1.81821547973641,0.053,0.308,4.409372946e-11,"5","SOCS1"
"NSA2",2.06568363124352e-15,-1.30677487032137,0.099,0.37,6.92788976246451e-11,"5","NSA2"
"TAF1D.2",2.15325545255599e-15,-1.08371819271502,0.136,0.422,7.22158813678227e-11,"5","TAF1D"
"SAT1.2",3.04213209631175e-15,-1.87181654313553,0.317,0.645,1.02027026246104e-10,"5","SAT1"
"NSMCE3.2",4.55595476710713e-15,-1.99371609300367,0.033,0.267,1.52797610979239e-10,"5","NSMCE3"
"CTSS.2",4.89664128022526e-15,-2.07953626224019,0.074,0.324,1.64223555256195e-10,"5","CTSS"
"USP15.1",5.63525449705187e-15,-1.82900213866433,0.07,0.322,1.88995165322125e-10,"5","USP15"
"CHD2.1",9.17044582562875e-15,-1.99627632607232,0.062,0.302,3.07558412099937e-10,"5","CHD2"
"ICAM2",9.63860813900483e-15,2.557787694852,0.251,0.101,3.23259639765944e-10,"5","ICAM2"
"JOSD1.1",1.41725050227098e-14,-1.56883322209258,0.07,0.32,4.7531747345164e-10,"5","JOSD1"
"GNAS",4.07684146484837e-14,1.10647697626291,0.774,0.78,1.36729109048085e-09,"5","GNAS"
"FAM177A1.3",4.39980542290778e-14,-1.51635146937477,0.123,0.381,1.47560674273481e-09,"5","FAM177A1"
"GTF3A",5.22749558081602e-14,-1.18473997780626,0.082,0.332,1.75319746789408e-09,"5","GTF3A"
"RNF213.2",5.52955966041157e-14,-1.22200646346161,0.123,0.385,1.85450371890883e-09,"5","RNF213"
"RBM25",7.04101061175229e-14,-1.10143966357042,0.144,0.419,2.36141413896948e-09,"5","RBM25"
"CYLD.1",8.01880772001674e-14,-1.66107045209487,0.062,0.295,2.68934773313921e-09,"5","CYLD"
"ARL6IP5.1",8.10811834144116e-14,-1.18678805201768,0.148,0.418,2.71930072935254e-09,"5","ARL6IP5"
"GPX3.1",1.09162792821072e-13,1.52233588180212,0.284,0.12,3.66110174563312e-09,"5","GPX3"
"PHF20.2",1.250425454322e-13,-1.46504811877914,0.099,0.345,4.19367688870512e-09,"5","PHF20"
"PTGER4.3",1.33048435810076e-13,-1.97801165938044,0.049,0.272,4.46217844019833e-09,"5","PTGER4"
"AMD1",1.59264611456456e-13,-1.17093037581458,0.148,0.414,5.34141653902663e-09,"5","AMD1"
"RNMT.1",1.70001054049394e-13,-1.55081711792172,0.058,0.286,5.70149535070857e-09,"5","RNMT"
"CDC37.1",1.89862688489105e-13,1.84211590461179,0.44,0.294,6.3676148465476e-09,"5","CDC37"
"TLE4.2",2.62759144206058e-13,-2.3783858521092,0.058,0.278,8.81241617838276e-09,"5","TLE4"
"HNRNPUL1",2.90715342428453e-13,-1.32676936143116,0.091,0.33,9.75001115436545e-09,"5","HNRNPUL1"
"CDKN1B.2",3.66817187536577e-13,-1.81237819315291,0.053,0.274,1.23023148356017e-08,"5","CDKN1B"
"ATF7IP.1",3.79393095180128e-13,-2.11376077647524,0.058,0.275,1.27240856261511e-08,"5","ATF7IP"
"TMX4",4.61473328581067e-13,-2.22328684127551,0.041,0.252,1.54768924939518e-08,"5","TMX4"
"CXCL12.1",6.40180351731263e-13,2.03961868537843,0.292,0.134,2.14703686363631e-08,"5","CXCL12"
"CXCL2",7.06109783197389e-13,1.82631576010144,0.259,0.11,2.3681509908874e-08,"5","CXCL2"
"POLR2J3.1",8.50537940777882e-13,-1.7184301171283,0.082,0.304,2.85253414578086e-08,"5","POLR2J3.1"
"HCLS1.1",8.64103232546757e-13,-2.07580983709454,0.053,0.27,2.89802942131531e-08,"5","HCLS1"
"PRDM2.1",1.06826618152055e-12,-1.55613711892485,0.041,0.253,3.58275111958363e-08,"5","PRDM2"
"PRDM1.3",1.28572240712067e-12,-2.10618104455841,0.066,0.278,4.3120558090013e-08,"5","PRDM1"
"YBX3.3",1.3815261514348e-12,1.24086206661537,0.477,0.304,4.63336240668204e-08,"5","YBX3"
"CBLB.3",1.3964147489761e-12,-1.64586990688633,0.058,0.277,4.68329578511603e-08,"5","CBLB"
"GABPB1-AS1.2",2.37405905383452e-12,-1.8835336040544,0.066,0.282,7.96211925475021e-08,"5","GABPB1-AS1"
"HIST1H4C.2",2.60158080185703e-12,-1.03453203415957,0.066,0.289,8.72518169326812e-08,"5","HIST1H4C"
"CDC42SE1.2",3.74932282809713e-12,-1.47841698678359,0.082,0.302,1.25744789008721e-07,"5","CDC42SE1"
"FCGRT.2",4.70803926808992e-12,1.15678456271198,0.37,0.199,1.578982209732e-07,"5","FCGRT"
"RGCC.2",4.96361102643515e-12,1.75921396581573,0.527,0.407,1.66469586604582e-07,"5","RGCC"
"CHMP1B.2",5.65878436364246e-12,-1.67628283867704,0.066,0.276,1.89784309987841e-07,"5","CHMP1B"
"HSPB1.1",7.46312272180118e-12,1.84857125264485,0.329,0.176,2.50298209843768e-07,"5","HSPB1"
"TMF1",8.29466519918827e-12,-1.36887495634532,0.07,0.279,2.78186481450376e-07,"5","TMF1"
"LAP3",9.88019396750575e-12,1.96352429202979,0.292,0.147,3.31361945282208e-07,"5","LAP3"
"CTSC.2",1.48941821542871e-11,-1.86469756625236,0.07,0.271,4.99521081090481e-07,"5","CTSC"
"CMTM6.2",1.63122413220497e-11,-1.25524876821697,0.095,0.312,5.47079949458902e-07,"5","CMTM6"
"MT-ND6.1",1.94824378568152e-11,-1.06926472448977,0.119,0.35,6.53402000841869e-07,"5","MT-ND6"
"ATP5PF.1",2.40925781481341e-11,1.88223195740836,0.449,0.344,8.08016885932123e-07,"5","ATP5PF"
"CARHSP1",5.58980578856634e-11,2.32446535392408,0.251,0.121,1.87470906536938e-06,"5","CARHSP1"
"UGP2.1",5.8569249828228e-11,-1.55649670069474,0.066,0.263,1.96429550073911e-06,"5","UGP2"
"GCC2",6.26643069850422e-11,-1.2360162298741,0.115,0.331,2.10163552766435e-06,"5","GCC2"
"AAK1.3",6.98683940730612e-11,-1.1386626629072,0.107,0.322,2.34324620042233e-06,"5","AAK1"
"OGT.1",7.88419092183414e-11,-1.00494572961611,0.062,0.256,2.64419995136473e-06,"5","OGT"
"YWHAE.2",8.57209818256049e-11,1.77817907267516,0.407,0.269,2.87491028846714e-06,"5","YWHAE"
"VPS37B.3",9.83998518845864e-11,-1.04469735510802,0.111,0.324,3.30013423250526e-06,"5","VPS37B"
"EFHD2.3",1.43375105839233e-10,-1.29462120239906,0.074,0.272,4.80851429963619e-06,"5","EFHD2"
"GNAI2",1.45220925273216e-10,1.38406554516209,0.531,0.46,4.87041939181312e-06,"5","GNAI2"
"YBX1",1.58140693766292e-10,1.11806518723453,0.663,0.663,5.30372258753392e-06,"5","YBX1"
"YWHAH",2.22549048995024e-10,2.04453563202375,0.259,0.131,7.4638500051951e-06,"5","YWHAH"
"TNFRSF1B.3",2.42939602072039e-10,-1.11545416831235,0.107,0.312,8.14770837429203e-06,"5","TNFRSF1B"
"KANSL1.1",2.47830940612257e-10,-1.22286334915932,0.07,0.264,8.31175408625389e-06,"5","KANSL1"
"C9orf78.1",4.87516945061053e-10,-1.11251942041271,0.074,0.262,1.63503433034576e-05,"5","C9orf78"
"NCOA7",9.3571830077538e-10,2.03498089658242,0.272,0.145,3.13821203714047e-05,"5","NCOA7"
"ARHGEF1.2",9.54818251492453e-10,-1.11686373709446,0.07,0.256,3.20226945185539e-05,"5","ARHGEF1"
"MEF2C.1",2.20353808775291e-09,1.84942720774641,0.255,0.128,7.3902260387057e-05,"5","MEF2C"
"SAMHD1.1",2.66894623254548e-09,-1.11116646076569,0.091,0.275,8.95111187471103e-05,"5","SAMHD1"
"HBP1",3.06046356685179e-09,-1.05514660460639,0.086,0.267,0.000102641827105075,"5","HBP1"
"TPM4.2",3.07022670384861e-09,1.36024157367811,0.428,0.31,0.000102969263193675,"5","TPM4"
"FTH1.1",6.09325658889287e-09,-1.11915845465097,0.914,0.967,0.000204355639478289,"5","FTH1"
"ODC1.2",6.88705247323566e-09,-1.14830466661987,0.086,0.266,0.000230977965847378,"5","ODC1"
"CAPN2",1.63100786737518e-08,1.83888656514336,0.296,0.181,0.000547007418560287,"5","CAPN2"
"IL32.4",2.23816596550061e-08,-1.24724254209813,0.3,0.462,0.000750636101509595,"5","IL32"
"PICALM",2.44891682412088e-08,1.53064512073485,0.251,0.132,0.000821317724473659,"5","PICALM"
"HLA-DQA1.4",2.56647657874061e-08,-1.91906481185162,0.091,0.251,0.000860744914978026,"5","HLA-DQA1"
"RAB11A",2.60913794692384e-08,2.02305892057787,0.263,0.152,0.000875052684639318,"5","RAB11A"
"DSTN.4",2.8545026786221e-08,1.23370444102521,0.395,0.272,0.000957343108356281,"5","DSTN"
"CREBRF",3.31327705903045e-08,-1.11485736771152,0.103,0.275,0.00111120686005763,"5","CREBRF"
"CYSTM1",7.53572617673734e-08,1.58746774765217,0.267,0.154,0.00252733184515417,"5","CYSTM1"
"MARCKSL1",1.23750680869911e-07,1.79755164647457,0.313,0.207,0.00415035033501507,"5","MARCKSL1"
"ATF3.1",1.77768272095027e-07,1.18589875415972,0.329,0.209,0.005961992309523,"5","ATF3"
"GLUL.3",1.82451855014798e-07,-1.11508525777949,0.128,0.293,0.0061190703134863,"5","GLUL"
"FTL.4",1.87176699127755e-07,-1.27523503796237,0.761,0.933,0.00627753213534664,"5","FTL"
"CLTA.1",3.67608560020179e-07,1.61551017901951,0.362,0.269,0.0123288558859567,"5","CLTA"
"MYL12B.1",6.13061171125313e-07,1.18135471180334,0.605,0.621,0.0205608455572007,"5","MYL12B"
"AC020916.1.1",6.43809628848523e-07,-1.01609593808691,0.136,0.298,0.0215920873323217,"5","AC020916.1"
"HLA-DQB1.4",6.53624687056432e-07,-1.527240141904,0.16,0.309,0.0219212647544986,"5","HLA-DQB1"
"SNX3.2",7.11980016575157e-07,1.51283737849653,0.412,0.334,0.0238783857958976,"5","SNX3"
"SELENOW.1",1.87260082393054e-06,1.6051574890724,0.399,0.322,0.0628032864329825,"5","SELENOW"
"PTMS.1",2.02912670105081e-06,1.31056226167859,0.309,0.202,0.068052851299842,"5","PTMS"
"CFD.5",3.17343153951177e-06,-2.53542355550275,0.169,0.317,0.106430546972146,"5","CFD"
"IVNS1ABP.2",3.2999513094361e-06,-1.15918805531242,0.152,0.308,0.110673767015868,"5","IVNS1ABP"
"DYNLL1",4.1137980401539e-06,1.18688133919935,0.523,0.501,0.137968558670681,"5","DYNLL1"
"QKI.1",7.16014542984378e-06,1.65041664091058,0.255,0.161,0.240136957426101,"5","QKI"
"IER3",1.08873315484396e-05,1.07929576532586,0.292,0.19,0.365139325471568,"5","IER3"
"RHOA",1.22231953691231e-05,1.10239036073612,0.506,0.506,0.409941526289651,"5","RHOA"
"CCDC85B",2.00981706080081e-05,1.47133637276722,0.342,0.269,0.674052445851376,"5","CCDC85B"
"RTN4.4",2.35717939912553e-05,1.18022174051812,0.391,0.322,0.790550826878719,"5","RTN4"
"BRI3.5",7.10176312528369e-05,1.1087506886294,0.346,0.266,1,"5","BRI3"
"SEPT2.1",0.000193048215700643,1.34429668120533,0.313,0.246,1,"5","SEPT2"
"SERTAD1",0.000286689505375084,1.43195057654609,0.362,0.317,1,"5","SERTAD1"
"POMP.1",0.000364428425139893,1.38331463973855,0.412,0.38,1,"5","POMP"
"GRASP.2",0.000435606056974937,1.0021294573544,0.272,0.192,1,"5","GRASP"
"WNK1.1",0.000457997350703961,1.47879987325466,0.313,0.252,1,"5","WNK1"
"COL1A2.5",0.000509628242487201,-1.94197564765681,0.202,0.313,1,"5","COL1A2"
"IL6ST.4",0.000564092989006567,1.1933356703997,0.3,0.231,1,"5","IL6ST"
"DBI.1",0.00181824109406521,1.41350536477888,0.428,0.438,1,"5","DBI"
"GADD45B.2",0.00190205999692927,1.0074245285345,0.453,0.442,1,"5","GADD45B"
"COX17",0.00199997880228693,1.38394076638815,0.276,0.219,1,"5","COX17"
"TUBB.4",0.00201778809641323,1.2641568144192,0.305,0.25,1,"5","TUBB"
"GNB1.1",0.00205113573988187,1.26385929440845,0.292,0.237,1,"5","GNB1"
"SRI.1",0.00214142177551049,1.52823181706094,0.284,0.237,1,"5","SRI"
"FIS1",0.00295718753663385,1.2937977339233,0.321,0.287,1,"5","FIS1"
"RNF115.2",0.00324848028643418,1.27674088458796,0.284,0.239,1,"5","RNF115"
"GADD45A",0.00509379954646202,1.42628885508026,0.251,0.206,1,"5","GADD45A"
"COL1A1.5",0.00514050757880501,-2.28524527918028,0.189,0.275,1,"5","COL1A1"
"PSMB8",0.00796345041672115,1.1826780550967,0.317,0.282,1,"5","PSMB8"
"RAB5C",0.00828241972171289,1.19760488764405,0.255,0.21,1,"5","RAB5C"
"RHEB",0.00945481084041189,1.56041170150092,0.251,0.214,1,"5","RHEB"
"ACTN4.1",0.00981037704136893,1.18129124350763,0.337,0.317,1,"5","ACTN4"
"MS4A6A",1.88179575617634e-296,7.47943663059886,0.629,0.009,6.31116660706419e-292,"6","MS4A6A"
"C1QA",2.31061124702425e-260,8.16422010560567,0.651,0.019,7.74932800026994e-256,"6","C1QA"
"C1QC",3.62465810326088e-260,8.76932047029674,0.549,0.008,1.21563783467163e-255,"6","C1QC"
"MS4A7",1.26359033148549e-243,7.35451226797498,0.537,0.009,4.23782925373602e-239,"6","MS4A7"
"C1QB",1.60935298083293e-238,8.02500549790813,0.606,0.019,5.39744802711749e-234,"6","C1QB"
"F13A1",1.0959260757517e-219,8.20748050903276,0.474,0.007,3.67551687285606e-215,"6","F13A1"
"LYZ",6.58279840391582e-216,7.43666569807484,0.589,0.022,2.20773892870529e-211,"6","LYZ"
"CD163",5.9911660893109e-214,6.61678073060656,0.497,0.01,2.00931728303309e-209,"6","CD163"
"CD68",1.02458556415511e-208,5.76954667471624,0.606,0.026,3.43625506506341e-204,"6","CD68"
"CD14",8.50631779263317e-197,6.00437760131252,0.491,0.013,2.85284886129331e-192,"6","CD14"
"AIF1",2.65237597876577e-194,4.94240414761638,0.663,0.04,8.89553855758463e-190,"6","AIF1"
"FOLR2",2.27036289658468e-190,7.54333416587272,0.423,0.007,7.6143430825657e-186,"6","FOLR2"
"MRC1",8.97957164387327e-185,6.92097739079444,0.446,0.011,3.01156873792222e-180,"6","MRC1"
"MS4A4A",3.43889877089153e-176,7.41793168402377,0.377,0.005,1.1533378697816e-171,"6","MS4A4A"
"CPVL",1.54670912590802e-169,5.97662845727841,0.52,0.025,5.18735306647033e-165,"6","CPVL"
"CSF1R",1.01680866667038e-162,8.11060555298917,0.326,0.003,3.41017290627911e-158,"6","CSF1R"
"C5AR1",2.91075177212552e-160,6.0766561932259,0.429,0.014,9.76207929335458e-156,"6","C5AR1"
"VSIG4",2.51918414703124e-157,7.76896813476636,0.326,0.004,8.44883979231338e-153,"6","VSIG4"
"LYVE1",9.34843087462495e-147,6.57298128279383,0.349,0.008,3.13527674673172e-142,"6","LYVE1"
"RNASE1",1.33626047221514e-118,6.04299588763306,0.566,0.062,4.48155037171512e-114,"6","RNASE1"
"LGMN",1.33752775025008e-115,5.74352504475095,0.451,0.034,4.48580056878871e-111,"6","LGMN"
"STAB1",1.21668463643379e-114,5.45287729825036,0.389,0.022,4.08051693367165e-110,"6","STAB1"
"TYROBP.1",4.40900185308118e-108,3.09369962831087,0.794,0.15,1.47869104148636e-103,"6","TYROBP"
"SLCO2B1",1.51669841189386e-102,6.06269326716845,0.269,0.008,5.08670313380963e-98,"6","SLCO2B1"
"FCGR2A",1.53214682239462e-100,1.82657871216628,0.446,0.036,5.13851401294708e-96,"6","FCGR2A"
"FGL2",1.43558121706532e-95,4.78037332889802,0.48,0.053,4.81465228579366e-91,"6","FGL2"
"NLRP3",8.57184675365034e-95,5.2857474881305,0.411,0.036,2.87482596423925e-90,"6","NLRP3"
"MPEG1",7.24071122611997e-93,5.39961235248644,0.274,0.011,2.42838973101612e-88,"6","MPEG1"
"MAFB",1.16882195303136e-91,4.94904345183096,0.406,0.036,3.91999506607659e-87,"6","MAFB"
"SPI1",1.22732635729545e-90,3.89085015151601,0.354,0.025,4.11620713709749e-86,"6","SPI1"
"CTSB",1.8543679654951e-90,4.18022720428076,0.669,0.14,6.21917928267747e-86,"6","CTSB"
"CST3.5",1.99524396275265e-90,3.87055056277173,0.903,0.299,6.69164920227982e-86,"6","CST3"
"HMOX1",6.12250676558863e-89,5.21677435830671,0.303,0.017,2.05336631904311e-84,"6","HMOX1"
"CYBB",2.0964592704369e-85,4.49230525389418,0.371,0.032,7.03110510119129e-81,"6","CYBB"
"FCER1G.1",1.58103417070641e-83,2.87456923649908,0.657,0.125,5.30247240171516e-79,"6","FCER1G"
"GRN",6.34054459406428e-76,3.62155441063987,0.583,0.115,2.12649184595728e-71,"6","GRN"
"HLA-DRA.5",5.52894571779318e-74,3.11638641250345,0.897,0.374,1.85429781483348e-69,"6","HLA-DRA"
"S100A9",2.32232670983029e-71,1.80912000860624,0.394,0.043,7.78861931942884e-67,"6","S100A9"
"FTL.5",3.29108243382921e-65,3.08757108262121,0.966,0.914,1.10376322665764e-60,"6","FTL"
"NPC2.3",8.12266662448866e-65,3.37411917442939,0.686,0.208,2.72417993252101e-60,"6","NPC2"
"IL1B",3.36313942603477e-62,3.75009122684933,0.451,0.077,1.12792970070354e-57,"6","IL1B"
"TGFBI",2.68705011020425e-61,3.77075884868675,0.314,0.033,9.01182865960301e-57,"6","TGFBI"
"CCL3L1",1.01781077778113e-60,2.93519515913235,0.366,0.048,3.41353378652236e-56,"6","CCL3L1"
"FCGRT.3",5.21920375288086e-59,3.19273051693584,0.64,0.185,1.75041655464118e-54,"6","FCGRT"
"PSAP.4",8.136085857197e-59,3.25595551768147,0.726,0.296,2.72868047478673e-54,"6","PSAP"
"BLVRB",8.25292373481143e-58,3.6097828198886,0.457,0.086,2.76786556218106e-53,"6","BLVRB"
"CXCL3",1.57711191768324e-57,4.91577707552719,0.371,0.056,5.28931794952606e-53,"6","CXCL3"
"MFSD1",1.90289535397473e-57,3.93567048288211,0.32,0.037,6.38193043816046e-53,"6","MFSD1"
"RAB31",1.24899427296265e-55,3.52884546274403,0.274,0.027,4.18887699266213e-51,"6","RAB31"
"CD74.4",1.24935253290986e-55,2.76938912424504,0.903,0.547,4.19007852487308e-51,"6","CD74"
"CCL3",5.01819618915463e-55,3.33647477236439,0.571,0.157,1.68300263791868e-50,"6","CCL3"
"HLA-DPA1.4",7.72387840863036e-55,3.02825616323104,0.834,0.414,2.59043434068645e-50,"6","HLA-DPA1"
"CXCL2.1",1.98437047969673e-53,3.68960946586742,0.469,0.1,6.65518171480689e-49,"6","CXCL2"
"PLAUR",1.44450612472855e-52,3.66745947069002,0.411,0.075,4.8445846411146e-48,"6","PLAUR"
"ACSL1",4.165294523072e-52,2.76663666449122,0.366,0.056,1.39695647714789e-47,"6","ACSL1"
"CXCL16",4.21315617603473e-52,3.27266249740196,0.291,0.033,1.41300831831853e-47,"6","CXCL16"
"CTSZ",2.40576087552247e-51,3.42890823259983,0.543,0.15,8.06844082432727e-47,"6","CTSZ"
"SLC40A1",5.0887728733279e-50,4.10120481941217,0.303,0.04,1.70667264625671e-45,"6","SLC40A1"
"DAB2.1",5.29967442525823e-49,3.75367195898689,0.331,0.05,1.77740480874311e-44,"6","DAB2"
"ABL2",7.81724536309304e-49,3.73403284727165,0.331,0.05,2.62174774987415e-44,"6","ABL2"
"C1orf162",2.18648993641876e-48,3.50259451930241,0.457,0.103,7.33304994876124e-44,"6","C1orf162"
"PLTP.1",2.26142430964863e-48,4.57925661957457,0.406,0.081,7.58436484969958e-44,"6","PLTP"
"CTSS.3",4.13782555677931e-48,3.10492689542218,0.663,0.276,1.38774393523264e-43,"6","CTSS"
"CXCL8",1.01189110999913e-47,1.94186480373839,0.497,0.123,3.39368040471509e-43,"6","CXCL8"
"SELENOP.1",2.96297584166952e-47,4.43637874902973,0.554,0.18,9.93722837779123e-43,"6","SELENOP"
"KCTD12",5.37282325114497e-47,3.27946475895277,0.349,0.057,1.801937461969e-42,"6","KCTD12"
"NINJ1",4.70176257160074e-45,3.24222809679054,0.377,0.071,1.57687713126346e-40,"6","NINJ1"
"HLA-DRB1.4",3.66346167520415e-44,2.67079774270349,0.783,0.371,1.22865177662997e-39,"6","HLA-DRB1"
"LST1",8.38753775744205e-44,2.75995987002676,0.354,0.063,2.81301241309092e-39,"6","LST1"
"FTH1.2",2.6575580469593e-43,1.75831440293565,0.96,0.962,8.91291817789211e-39,"6","FTH1"
"HLA-DPB1.5",1.17798661156209e-38,2.93525463717899,0.737,0.405,3.95073149785694e-34,"6","HLA-DPB1"
"MALAT1.2",1.65993869179497e-38,-1.58635567777964,0.794,0.952,5.56710238454197e-34,"6","MALAT1"
"NCOA4",1.86024715230564e-38,3.13259162236552,0.383,0.088,6.23889689940266e-34,"6","NCOA4"
"CXCR4.3",2.92635154794067e-38,-3.23546150112665,0.263,0.693,9.81439782148343e-34,"6","CXCR4"
"ETS1.3",6.17564352072194e-38,-4.68247092584834,0.017,0.571,2.07118732397972e-33,"6","ETS1"
"TMEM176B.1",2.5944603950028e-37,2.81860494080915,0.326,0.062,8.70130127276039e-33,"6","TMEM176B"
"CD302",5.05643600572826e-35,2.99381161291142,0.263,0.042,1.69582750760114e-30,"6","CD302"
"CREG1.1",2.22642160569622e-34,3.10993004797542,0.349,0.08,7.46697278118399e-30,"6","CREG1"
"HLA-DMA.1",2.4476172648909e-34,2.87137821619588,0.486,0.163,8.20881878299109e-30,"6","HLA-DMA"
"RPS27.1",2.7763905097789e-34,-1.30705702558795,0.92,0.956,9.31145849169649e-30,"6","RPS27"
"RNASE6",6.26899558528694e-34,3.22322786617868,0.251,0.04,2.10249573939353e-29,"6","RNASE6"
"HLA-DMB.1",1.62796409011098e-31,2.72740444355373,0.371,0.094,5.4598659654142e-27,"6","HLA-DMB"
"TXNIP",9.76356614356676e-31,-1.73968866766103,0.377,0.801,3.27450481322942e-26,"6","TXNIP"
"SAT1.3",2.03898233795576e-30,1.1878644723834,0.783,0.603,6.83833896503602e-26,"6","SAT1"
"ADA2",4.13569017579073e-30,3.27630966139719,0.291,0.062,1.38702777115669e-25,"6","ADA2"
"STK4.3",4.17739264666404e-30,-2.71218406306166,0.137,0.605,1.40101394583819e-25,"6","STK4"
"MARCKS.3",5.54789549733883e-30,1.51687946950087,0.549,0.199,1.8606531918975e-25,"6","MARCKS"
"IER3.1",1.24636749703803e-29,2.681286260742,0.486,0.18,4.18006731156614e-25,"6","IER3"
"PLD3.1",1.44204902921477e-29,3.02207516659065,0.354,0.094,4.8363440341805e-25,"6","PLD3"
"BTG1.3",2.30749586364648e-29,-1.60526686654572,0.463,0.819,7.73887962749756e-25,"6","BTG1"
"CD69.2",1.58973515921333e-28,-4.89429947765483,0.011,0.467,5.33165377696965e-24,"6","CD69"
"TNFAIP2",1.61563206840997e-28,1.93178363214058,0.309,0.069,5.41850683103337e-24,"6","TNFAIP2"
"TSC22D3.2",1.94264670521024e-28,-1.73566050503325,0.429,0.799,6.51524851993411e-24,"6","TSC22D3"
"TYMP",2.49781547806238e-27,2.49035808652245,0.514,0.215,8.3771735503256e-23,"6","TYMP"
"CTSL.1",3.38710790769876e-27,2.74134536108114,0.291,0.067,1.13596825008401e-22,"6","CTSL"
"RNF130",5.0917958858649e-27,2.42286162880965,0.349,0.095,1.70768650420137e-22,"6","RNF130"
"IL32.5",9.31384702389978e-27,-4.26186637649011,0.04,0.475,3.12367801487551e-22,"6","IL32"
"RPSA",1.14579890851441e-26,-1.20993307784847,0.594,0.85,3.84278037937564e-22,"6","RPSA"
"LY96",1.41100818433353e-26,2.46251334635145,0.251,0.05,4.73223924861781e-22,"6","LY96"
"SRSF7.3",1.69625454900859e-26,-1.77419768415967,0.217,0.656,5.68889850646501e-22,"6","SRSF7"
"RPS3",2.37141504049584e-26,-1.04598865774755,0.806,0.912,7.95325176281495e-22,"6","RPS3"
"LIPA",2.38679889619786e-26,3.51246952920788,0.257,0.056,8.00484613806838e-22,"6","LIPA"
"CALM1.1",3.26696891124843e-26,-1.43925731714157,0.486,0.809,1.0956760334545e-21,"6","CALM1"
"CNOT6L.5",6.58261225406904e-26,-4.19885475058654,0.051,0.472,2.20767649776968e-21,"6","CNOT6L"
"BCL2A1",1.12383171505686e-25,2.11025218179933,0.349,0.098,3.7691068059577e-21,"6","BCL2A1"
"ETS2.1",1.93802181284671e-25,2.16269547251106,0.337,0.092,6.49973755592531e-21,"6","ETS2"
"CTSD.3",2.24859698125615e-25,2.33887587330755,0.571,0.289,7.54134455573686e-21,"6","CTSD"
"HLA-DQA1.5",2.80714360042562e-25,2.77096234069199,0.514,0.218,9.41459820710743e-21,"6","HLA-DQA1"
"PYCARD",3.64654215461083e-25,2.79841211024603,0.354,0.106,1.22297730781338e-20,"6","PYCARD"
"ZFP36L2.3",3.593028725391e-24,-1.47451846443746,0.486,0.804,1.20502997392163e-19,"6","ZFP36L2"
"TPP1",3.91251012598758e-24,2.79879937894776,0.349,0.106,1.31217764605372e-19,"6","TPP1"
"SYNE2.3",9.11613873609922e-24,-8.83146052414558,0,0.392,3.05737060931296e-19,"6","SYNE2"
"AP1S2",1.3564699827305e-23,2.66838523047983,0.343,0.102,4.54932902808155e-19,"6","AP1S2"
"IRAK3",1.58886331132796e-22,2.48706549947523,0.251,0.059,5.32872977353171e-18,"6","IRAK3"
"HLA-DQB1.5",3.01344700692158e-22,2.44011665288097,0.566,0.277,1.01064985718136e-17,"6","HLA-DQB1"
"CTSC.3",5.42593235174714e-22,2.53882209997892,0.503,0.236,1.81974919212896e-17,"6","CTSC"
"JUND",2.11407883529644e-21,-1.0084619502897,0.72,0.936,7.09019759781721e-17,"6","JUND"
"CD3E.6",2.42218883159246e-21,-8.79078525573819,0,0.36,8.1235369033948e-17,"6","CD3E"
